symbol,timestamp,sent_at,open,high,low,current_price,previous_close,change,change_percent
AAPL,2025-10-17T14:30:00,2025-10-17T14:30:00.000000,252.2823944091797,252.82000732421875,251.6999969482422,252.75999450683594,252.75999450683594,0.0,0.0
AAPL,2025-10-17T15:30:00,2025-10-17T15:30:00.000000,252.75,253.3800048828125,252.1199951171875,252.3000030517578,252.75999450683594,-0.459991455078125,-0.18198744464115918
AAPL,2025-10-20T09:30:00,2025-10-20T09:30:00.000000,255.88499450683594,259.8699951171875,255.6300048828125,259.5050048828125,252.3000030517578,7.2050018310546875,2.8557279999622613
AAPL,2025-10-20T10:30:00,2025-10-20T10:30:00.000000,259.489990234375,263.54998779296875,259.07000732421875,262.57000732421875,259.5050048828125,3.06500244140625,1.181095695164086
AAPL,2025-10-20T11:30:00,2025-10-20T11:30:00.000000,262.54998779296875,264.375,262.4175109863281,263.489990234375,262.57000732421875,0.91998291015625,0.3503762366203024
AAPL,2025-10-20T12:30:00,2025-10-20T12:30:00.000000,263.4800109863281,264.2099914550781,262.6499938964844,263.1650085449219,263.489990234375,-0.324981689453125,-0.12333739477695262
AAPL,2025-10-20T13:30:00,2025-10-20T13:30:00.000000,263.17999267578125,263.8299865722656,262.7900085449219,263.7300109863281,263.1650085449219,0.56500244140625,0.2146951239947255
AAPL,2025-10-20T14:30:00,2025-10-20T14:30:00.000000,263.739990234375,263.80999755859375,263.0400085449219,263.4200134277344,263.7300109863281,-0.30999755859375,-0.11754352772912918
AAPL,2025-10-20T15:30:00,2025-10-20T15:30:00.000000,263.44000244140625,263.8500061035156,261.92999267578125,262.2300109863281,263.4200134277344,-1.19000244140625,-0.45175096072672194
AAPL,2025-10-21T09:30:00,2025-10-21T09:30:00.000000,261.8800048828125,265.2900085449219,261.8800048828125,263.4999084472656,262.2300109863281,1.2698974609375,0.4842685458315862
AAPL,2025-10-21T10:30:00,2025-10-21T10:30:00.000000,263.4599914550781,263.8299865722656,262.510009765625,263.6619873046875,263.4999084472656,0.162078857421875,0.06151002418822925
AAPL,2025-10-21T11:30:00,2025-10-21T11:30:00.000000,263.6700134277344,264.5350036621094,263.0801086425781,263.1700134277344,263.6619873046875,-0.491973876953125,-0.1865926453723496
AAPL,2025-10-21T12:30:00,2025-10-21T12:30:00.000000,263.1600036621094,263.6799011230469,262.8475036621094,263.3265075683594,263.1700134277344,0.156494140625,0.05946503501166282
AAPL,2025-10-21T13:30:00,2025-10-21T13:30:00.000000,263.3258056640625,264.04998779296875,262.1499938964844,263.44989013671875,263.3265075683594,0.123382568359375,0.0468553544034472
AAPL,2025-10-21T14:30:00,2025-10-21T14:30:00.000000,263.4495849609375,263.7381896972656,262.95001220703125,263.0849914550781,263.44989013671875,-0.364898681640625,-0.13850781317511987
AAPL,2025-10-21T15:30:00,2025-10-21T15:30:00.000000,263.0950012207031,263.2099914550781,262.4700012207031,262.8399963378906,263.0849914550781,-0.2449951171875,-0.09312394288722967
AAPL,2025-10-22T09:30:00,2025-10-22T09:30:00.000000,262.7900085449219,262.8500061035156,259.7200012207031,260.0498962402344,262.8399963378906,-2.79010009765625,-1.0615203684866408
AAPL,2025-10-22T10:30:00,2025-10-22T10:30:00.000000,260.0,261.1300048828125,257.6401062011719,258.4299011230469,260.0498962402344,-1.6199951171875,-0.6229554945451494
AAPL,2025-10-22T11:30:00,2025-10-22T11:30:00.000000,258.45001220703125,259.489990234375,258.04998779296875,258.54998779296875,258.4299011230469,0.120086669921875,0.04646779238780803
AAPL,2025-10-22T12:30:00,2025-10-22T12:30:00.000000,258.54998779296875,258.7699890136719,256.29998779296875,256.69140625,258.54998779296875,-1.85858154296875,-0.7188480490113154
AAPL,2025-10-22T13:30:00,2025-10-22T13:30:00.000000,256.6700134277344,257.0798034667969,255.42999267578125,256.5509948730469,256.69140625,-0.140411376953125,-0.05470045881332461
AAPL,2025-10-22T14:30:00,2025-10-22T14:30:00.000000,256.54998779296875,257.67999267578125,256.1400146484375,257.510009765625,256.5509948730469,0.959014892578125,0.37381063092454164
AAPL,2025-10-22T15:30:00,2025-10-22T15:30:00.000000,257.5199890136719,258.80999755859375,257.42999267578125,258.42999267578125,257.510009765625,0.91998291015625,0.35726102880178545
AAPL,2025-10-23T09:30:00,2025-10-23T09:30:00.000000,259.8900146484375,260.1799011230469,258.0101013183594,259.4798889160156,258.42999267578125,1.049896240234375,0.40625943968955036
AAPL,2025-10-23T10:30:00,2025-10-23T10:30:00.000000,259.4200134277344,259.67999267578125,258.7300109863281,259.3999938964844,259.4798889160156,-0.07989501953125,-0.030790447716396687
AAPL,2025-10-23T11:30:00,2025-10-23T11:30:00.000000,259.3999938964844,260.6199035644531,259.0834045410156,260.0400085449219,259.3999938964844,0.6400146484375,0.24672886025313592
AAPL,2025-10-23T12:30:00,2025-10-23T12:30:00.000000,260.04998779296875,260.54998779296875,259.5199890136719,259.8599853515625,260.0400085449219,-0.180023193359375,-0.06922903685733267
AAPL,2025-10-23T13:30:00,2025-10-23T13:30:00.000000,259.8800048828125,260.42498779296875,259.8299865722656,259.9700012207031,259.8599853515625,0.110015869140625,0.04233659483655608
AAPL,2025-10-23T14:30:00,2025-10-23T14:30:00.000000,259.9700012207031,260.0199890136719,259.6199951171875,259.8999938964844,259.9700012207031,-0.07000732421875,-0.026929000996279127
AAPL,2025-10-23T15:30:00,2025-10-23T15:30:00.000000,259.9100036621094,260.04998779296875,259.0799865722656,259.5799865722656,259.8999938964844,-0.32000732421875,-0.12312709955130116
AAPL,2025-10-24T09:30:00,2025-10-24T09:30:00.000000,261.19000244140625,261.6199951171875,259.17999267578125,260.94140625,259.5799865722656,1.361419677734375,0.5244702011552663
AAPL,2025-10-24T10:30:00,2025-10-24T10:30:00.000000,260.94000244140625,263.3599853515625,260.7900085449219,263.2799987792969,260.94140625,2.338592529296875,0.8962136607236418
AAPL,2025-10-24T11:30:00,2025-10-24T11:30:00.000000,263.2900085449219,264.0299987792969,262.95001220703125,263.5799865722656,263.2799987792969,0.29998779296875,0.11394249254012821
AAPL,2025-10-24T12:30:00,2025-10-24T12:30:00.000000,263.5899963378906,263.7099914550781,262.8500061035156,263.6099853515625,263.5799865722656,0.029998779296875,0.011381281138600501
AAPL,2025-10-24T13:30:00,2025-10-24T13:30:00.000000,263.6099853515625,264.1300048828125,263.4100036621094,264.0199890136719,263.6099853515625,0.410003662109375,0.15553419251648418
AAPL,2025-10-24T14:30:00,2025-10-24T14:30:00.000000,264.0249938964844,264.1000061035156,263.1499938964844,263.5,264.0199890136719,-0.519989013671875,-0.1969506231760915
AAPL,2025-10-24T15:30:00,2025-10-24T15:30:00.000000,263.510009765625,263.6600036621094,262.1300048828125,262.739990234375,263.5,-0.760009765625,-0.2884287535578748
AAPL,2025-10-27T09:30:00,2025-10-27T09:30:00.000000,264.8800048828125,267.04998779296875,264.65008544921875,265.7300109863281,262.739990234375,2.990020751953125,1.1380150959455781
AAPL,2025-10-27T10:30:00,2025-10-27T10:30:00.000000,265.739990234375,266.4200134277344,265.19500732421875,265.7099914550781,265.7300109863281,-0.02001953125,-0.007533786332861744
AAPL,2025-10-27T11:30:00,2025-10-27T11:30:00.000000,265.7099914550781,266.0899963378906,265.04998779296875,265.92999267578125,265.7099914550781,0.220001220703125,0.08279749643525136
AAPL,2025-10-27T12:30:00,2025-10-27T12:30:00.000000,265.94000244140625,266.125,265.510009765625,265.6199951171875,265.92999267578125,-0.30999755859375,-0.11657111538061651
AAPL,2025-10-27T13:30:00,2025-10-27T13:30:00.000000,265.6300048828125,266.0150146484375,265.510009765625,265.5950012207031,265.6199951171875,-0.024993896484375,-0.0094096442074506
AAPL,2025-10-27T14:30:00,2025-10-27T14:30:00.000000,265.5899963378906,267.3999938964844,265.4700012207031,267.2749938964844,265.5950012207031,1.67999267578125,0.6325392677045213
AAPL,2025-10-27T15:30:00,2025-10-27T15:30:00.000000,267.2699890136719,269.0799865722656,267.2099914550781,268.739990234375,267.2749938964844,1.464996337890625,0.5481232331289542
AAPL,2025-10-28T09:30:00,2025-10-28T09:30:00.000000,269.135009765625,269.8699951171875,268.25,268.6499938964844,268.739990234375,-0.089996337890625,-0.03348825673921357
AAPL,2025-10-28T10:30:00,2025-10-28T10:30:00.000000,268.6423034667969,269.1400146484375,268.1499938964844,268.69720458984375,268.6499938964844,0.047210693359375,0.017573308926843348
AAPL,2025-10-28T11:30:00,2025-10-28T11:30:00.000000,268.69500732421875,269.0758056640625,268.3500061035156,268.9949951171875,268.69720458984375,0.29779052734375,0.11082754947090577
AAPL,2025-10-28T12:30:00,2025-10-28T12:30:00.000000,268.9800109863281,269.8699951171875,268.82000732421875,269.4949951171875,268.9949951171875,0.5,0.18587706428596387
AAPL,2025-10-28T13:30:00,2025-10-28T13:30:00.000000,269.4949951171875,269.4949951171875,268.79998779296875,269.0902099609375,269.4949951171875,-0.40478515625,-0.1502013631362552
AAPL,2025-10-28T14:30:00,2025-10-28T14:30:00.000000,269.1050109863281,269.44000244140625,268.7799987792969,269.20001220703125,269.0902099609375,0.10980224609375,0.04080499476725275
