symbol,timestamp,sent_at,open,high,low,current_price,previous_close,change,change_percent
GOOGL,2025-10-17T15:00:00,2025-10-17T15:00:00.000000,253.25,253.77000427246094,253.07000732421875,253.14999389648438,253.14999389648438,0.0,0.0
GOOGL,2025-10-17T15:30:00,2025-10-17T15:30:00.000000,253.13999938964844,253.7899932861328,252.65499877929688,253.32000732421875,253.14999389648438,0.170013427734375,0.0671591672263264
GOOGL,2025-10-20T09:30:00,2025-10-20T09:30:00.000000,254.69000244140625,256.3800048828125,254.22999572753906,255.10000610351562,253.32000732421875,1.779998779296875,0.7026680593051986
GOOGL,2025-10-20T10:00:00,2025-10-20T10:00:00.000000,255.09500122070312,256.3500061035156,254.9600067138672,256.0849914550781,255.10000610351562,0.9849853515625,0.3861173375130411
GOOGL,2025-10-20T10:30:00,2025-10-20T10:30:00.000000,256.0815124511719,256.3500061035156,255.4600067138672,256.19000244140625,256.0849914550781,0.105010986328125,0.04100630252927017
GOOGL,2025-10-20T11:00:00,2025-10-20T11:00:00.000000,256.19000244140625,256.54998779296875,255.39999389648438,256.3594970703125,256.19000244140625,0.16949462890625,0.06615973585659943
GOOGL,2025-10-20T11:30:00,2025-10-20T11:30:00.000000,256.3500061035156,257.3299865722656,256.260009765625,256.9999084472656,256.3594970703125,0.640411376953125,0.24980988973366466
GOOGL,2025-10-20T12:00:00,2025-10-20T12:00:00.000000,256.9873046875,257.0899963378906,256.02099609375,256.2099914550781,256.9999084472656,-0.7899169921875,-0.3073608068423047
GOOGL,2025-10-20T12:30:00,2025-10-20T12:30:00.000000,256.25,256.8599853515625,255.9499969482422,256.2449951171875,256.2099914550781,0.035003662109375,0.013662098777093271
GOOGL,2025-10-20T13:00:00,2025-10-20T13:00:00.000000,256.2449951171875,256.4599914550781,256.010009765625,256.0950012207031,256.2449951171875,-0.149993896484375,-0.05853534677458925
GOOGL,2025-10-20T13:30:00,2025-10-20T13:30:00.000000,256.1199951171875,256.5,255.9600067138672,256.04998779296875,256.0950012207031,-0.045013427734375,-0.017576847466687705
GOOGL,2025-10-20T14:00:00,2025-10-20T14:00:00.000000,256.0199890136719,256.409912109375,255.75999450683594,256.1300964355469,256.04998779296875,0.080108642578125,0.031286329387719976
GOOGL,2025-10-20T14:30:00,2025-10-20T14:30:00.000000,256.1499938964844,256.5400085449219,255.8699951171875,256.5,256.1300964355469,0.369903564453125,0.1444201870849677
GOOGL,2025-10-20T15:00:00,2025-10-20T15:00:00.000000,256.5010070800781,256.8699951171875,256.010009765625,256.32000732421875,256.5,-0.17999267578125,-0.07017258315058479
GOOGL,2025-10-20T15:30:00,2025-10-20T15:30:00.000000,256.32000732421875,256.95001220703125,256.19000244140625,256.5799865722656,256.32000732421875,0.259979248046875,0.10142760635849535
GOOGL,2025-10-21T09:30:00,2025-10-21T09:30:00.000000,254.66000366210938,254.8800048828125,252.0500030517578,252.52499389648438,256.5799865722656,-4.05499267578125,-1.5804010008548204
GOOGL,2025-10-21T10:00:00,2025-10-21T10:00:00.000000,252.52499389648438,252.89999389648438,251.3699951171875,251.81500244140625,252.52499389648438,-0.709991455078125,-0.28115690416338207
